USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root           238     2          0      0 0                   0 I [kdmflush/254:13]
root           239     2          0      0 0                   0 I [kverityd]
root           240     2          0      0 0                   0 I [kdmflush/254:14]
root           241     2          0      0 0                   0 I [kverityd]
root           242     2          0      0 0                   0 I [ext4-rsv-conver]
root           243     2          0      0 0                   0 I [kdmflush/254:15]
root           244     2          0      0 0                   0 I [kverityd]
root           245     2          0      0 0                   0 I [ext4-rsv-conver]
root           249     1   12525564   4000 0                   0 S init
root           250     1   12508388   4800 0                   0 S ueventd
root           266     2          0      0 0                   0 I [kdmflush/254:22]
root           267     2          0      0 0                   0 I [kdmflush/254:23]
root           268     2          0      0 0                   0 I [kdmflush/254:24]
root           269     2          0      0 0                   0 I [kdmflush/254:25]
root           270     2          0      0 0                   0 I [kdmflush/254:26]
root           271     2          0      0 0                   0 I [kdmflush/254:27]
root           272     2          0      0 0                   0 I [kdmflush/254:28]
root           273     2          0      0 0                   0 I [kdmflush/254:29]
root           275     2          0      0 0                   0 I [kdmflush/254:31]
root           276     2          0      0 0                   0 I [kdmflush/254:32]
root           277     2          0      0 0                   0 I [kdmflush/254:33]
root           278     2          0      0 0                   0 I [kdmflush/254:34]
root           279     2          0      0 0                   0 I [kdmflush/254:35]
root           280     2          0      0 0                   0 I [kdmflush/254:36]
root           282     2          0      0 0                   0 I [kdmflush/254:38]
root           286     2          0      0 0                   0 I [kdmflush/254:42]
root           287     2          0      0 0                   0 I [kdmflush/254:43]
root           290     2          0      0 0                   0 I [kdmflush/254:46]
root           293     2          0      0 0                   0 I [kdmflush/254:49]
root           295     2          0      0 0                   0 I [kdmflush/254:51]
root           297     2          0      0 0                   0 I [kdmflush/254:53]
root           298     2          0      0 0                   0 I [kdmflush/254:54]
root           300     2          0      0 0                   0 I [kdmflush/254:56]
root           301     2          0      0 0                   0 I [kdmflush/254:57]
root           302     2          0      0 0                   0 I [kdmflush/254:58]
root           308     2          0      0 0                   0 I [ext4-rsv-conver]
root           309     2          0      0 0                   0 I [ext4-rsv-conver]
root           310     2          0      0 0                   0 I [ext4-rsv-conver]
root           311     2          0      0 0                   0 I [ext4-rsv-conver]
u0_a253        330  1886   19734688 184580 0                   0 S com.android.vending
root           385     2          0      0 0                   0 S [krfcommd]
prng_seeder    398     1   12353272   3480 0                   0 S prng_seeder
media          430     1   12465228   2512 0                   0 S audioadsprpcd
root           433     2          0      0 0                   0 I [blk_sec_common]
root           482     2          0      0 0                   0 I [mpcie_wq]
root           486     2          0      0 0                   0 S [irq/84-arm-smmu-context-fault]
root           490     2          0      0 0                   0 S [irq/188-qcom,smp2p-adsp]
root           491     2          0      0 0                   0 I [pcie_l1ss_ctrl_]
root           492     2          0      0 0                   0 S [irq/190-qcom,smp2p-cdsp]
root           499     2          0      0 0                   0 S [cdsprm-wq]
root           500     2          0      0 0                   0 I [cdsprm-wq-delay]
root           501     2          0      0 0                   0 S [irq/85-arm-smmu-context-fault]
root           504     2          0      0 0                   0 I [pcie_error_wq0]
root           513     2          0      0 0                   0 I [cpucp_wq]
root           515     2          0      0 0                   0 I [memlat_wq]
root           520     2          0      0 0                   0 I [bwmon_wq]
root           522     2          0      0 0                   0 S [irq/205-240b7400.qcom,bwmon-llcc]
root           532     2          0      0 0                   0 S [irq/209-qcom,smp2p-modem]
root           533     2          0      0 0                   0 S [irq/208-int_global_int]
root           535     2          0      0 0                   0 S [msm_perf:events_notify]
root           536     2          0      0 0                   0 S [irq/211-24091000.qcom,bwmon-ddr]
root           541     2          0      0 0                   0 S [khvcd]
u0_a266        589  1886   34634924  72992 0                   0 S com.android.chrome_zygote
root           594     2          0      0 0                   0 S [spi0]
root           644     2          0      0 0                   0 S [spi1]
root           668     2          0      0 0                   0 S [spi2]
u0_a266        673  1886   35851096 140084 0                   0 S com.android.chrome:privileged_process0
root           711     2          0      0 0                   0 S [irq/220-pmr735d-temp-alarm]
root           767     2          0      0 0                   0 S [irq/221-flash_all_ramp_up]
root           768     2          0      0 0                   0 S [irq/222-flash_all_ramp_down]
root           776     2          0      0 0                   0 S [irq/223-flash_fault]
root           792     2          0      0 0                   0 I [sdump_wq]
root           793     2          0      0 0                   0 I [accel_wq]
root           795     2          0      0 0                   0 I [prox_wq]
root           796     2          0      0 0                   0 I [flip_cover_dete]
root           799     2          0      0 0                   0 I [typec_manager_e]
root           800     2          0      0 0                   0 I [typec_manager_m]
root           801     2          0      0 0                   0 I [bootc_wq]
root           802     2          0      0 0                   0 I [uaudio_svc]
root           803     2          0      0 0                   0 S [irq/86-arm-smmu-context-fault]
root           805     2          0      0 0                   0 I [cirrus_pwr_wq]
logd           806     1   12562028  17140 0                   0 S logd
root           809     2          0      0 0                   0 I [cfg80211]
lmkd           811     1   12401840   4160 0                   0 S lmkd
root           813     2          0      0 0                   0 S [irq/230-SUB_CONNECT]
root           815     2          0      0 0                   0 S [psimon]
root           823     2          0      0 0                   0 S [irq/238-pn547_clk_req]
system         824     1   12467740   3976 0                   0 S servicemanager
system         834     1   12489172   3564 0                   0 S hwservicemanager
u0_a261        887  1886   18947216 112176 0                   0 S com.google.android.tts
root           927     2          0      0 0                   0 S [irq/240-hall]
root           928     2          0      0 0                   0 S [irq/250-dp-pmic-irq]
system         929     1   12391464   2468 0                   0 S vndservicemanager
root           930     2          0      0 0                   0 S [qseecom-unreg-lsnr]
root           931     2          0      0 0                   0 S [qseecom-unload-ta]
root           932     2          0      0 0                   0 S [smcinvoke_shmbridge_postprocess]
root           933     2          0      0 0                   0 S [smcinvoke_object_postprocess]
root           934     2          0      0 0                   0 D [smcinvoke_adci_thread]
root           937     2          0      0 0                   0 I [qcrypto_seq_res]
root           940     2          0      0 0                   0 S [irq/254-q6v5 wdog]
root           946     2          0      0 0                   0 S [irq/255-pmic_pwrkey]
root           947     2          0      0 0                   0 S [irq/256-pmic_resin]
root           948     2          0      0 0                   0 I [pdr_notifier_wq]
root           950     2          0      0 0                   0 I [pdr_notifier_wq]
root           951     2          0      0 0                   0 S [irq/87-arm-smmu-context-fault]
root           952     2          0      0 0                   0 S [irq/88-arm-smmu-context-fault]
root           954     2          0      0 0                   0 S [irq/89-arm-smmu-context-fault]
root           955     2          0      0 0                   0 S [irq/90-arm-smmu-context-fault]
root           956     2          0      0 0                   0 S [irq/91-arm-smmu-context-fault]
root           958     2          0      0 0                   0 S [irq/92-arm-smmu-context-fault]
root           959     2          0      0 0                   0 S [irq/261-q6v5 wdog]
root           963     2          0      0 0                   0 S [irq/268-q6v5 wdog]
root           964     2          0      0 0                   0 I [shm_svc]
root           965     2          0      0 0                   0 S [irq/93-arm-smmu-context-fault]
root           966     2          0      0 0                   0 I [fw_update]
root           967     2          0      0 0                   0 S [irq/94-arm-smmu-context-fault]
root           968     2          0      0 0                   0 S [irq/95-arm-smmu-context-fault]
root           969     2          0      0 0                   0 S [irq/280-qbt_ipc]
root           970     2          0      0 0                   0 I [fingerprint_deb]
root           971     2          0      0 0                   0 I [pdr_notifier_wq]
root           972     2          0      0 0                   0 S [irq/282-generic-irq]
root           973     2          0      0 0                   0 I [ngd_master]
root           974     2          0      0 0                   0 S [compose-effects]
root           975     2          0      0 0                   0 S [irq/96-arm-smmu-context-fault]
root           976     2          0      0 0                   0 S [irq/287-pm8550-temp-alarm]
root           977     2          0      0 0                   0 I [vib_workqueue]
root           978     2          0      0 0                   0 S [irq/97-arm-smmu-context-fault]
root           979     2          0      0 0                   0 S [irq/98-arm-smmu-context-fault]
root           980     2          0      0 0                   0 S [irq/288-pm8550ve-temp-alarm]
root           981     2          0      0 0                   0 S [irq/99-arm-smmu-context-fault]
root           982     2          0      0 0                   0 S [irq/289-pm8550vs-c-temp-alarm]
root           983     2          0      0 0                   0 S [irq/100-arm-smmu-context-fault]
root           984     2          0      0 0                   0 S [irq/101-arm-smmu-context-fault]
root           985     2          0      0 0                   0 S [irq/102-arm-smmu-context-fault]
root           986     2          0      0 0                   0 S [irq/103-arm-smmu-context-fault]
root           987     2          0      0 0                   0 S [irq/104-arm-smmu-context-fault]
root           988     2          0      0 0                   0 S [irq/290-pm8550vs-d-temp-alarm]
root           990     2          0      0 0                   0 S [irq/105-arm-smmu-context-fault]
root           991     2          0      0 0                   0 S [irq/291-pm8550vs-e-temp-alarm]
root           993     2          0      0 0                   0 S [irq/292-pm8550vs-g-temp-alarm]
root           994     2          0      0 0                   0 I [samsung_mobile_]
root           995     2          0      0 0                   0 I [cs35l43_err]
root           997     2          0      0 0                   0 I [cs35l43_mbox]
root           999     2          0      0 0                   0 S [irq/294-cisd-ovp-power]
root          1001     2          0      0 0                   0 I [cs35l43_irq]
root          1013     2          0      0 0                   0 I [pass-through]
root          1029     2          0      0 0                   0 S [irq/293-cs35l43]
root          1034     2          0      0 0                   0 I [cs35l43_err]
root          1035     2          0      0 0                   0 I [cs35l43_mbox]
root          1037     2          0      0 0                   0 I [k_ipa_usb]
root          1038     2          0      0 0                   0 I [cs35l43_irq]
root          1043     2          0      0 0                   0 S [irq/293-cs35l43]
root          1044     2          0      0 0                   0 S [irq/295-pwr_event_irq]
root          1045     2          0      0 0                   0 S [irq/296-dp_hs_phy_irq]
root          1046     2          0      0 0                   0 S [irq/346-dm_hs_phy_irq]
root          1047     2          0      0 0                   0 S [adspsleepmon-worker]
root          1048     2          0      0 0                   0 S [irq/349-msm_cvp]
root          1049     2          0      0 0                   0 S [irq/285-max77775-irq]
root          1050     2          0      0 0                   0 I [msm_cvp_workerq]
root          1051     2          0      0 0                   0 I [usb_notify]
root          1052     2          0      0 0                   0 I [pca9481_dc_wq]
root          1053     2          0      0 0                   0 I [ipa_power_mgmt]
root          1054     2          0      0 0                   0 S [irq/347-ss_phy_irq]
root          1055     2          0      0 0                   0 I [pm_workq]
root          1056     2          0      0 0                   0 I [pm_workerq_iris]
root          1057     2          0      0 0                   0 S [irq/106-arm-smmu-context-fault]
root          1058     2          0      0 0                   0 S [irq/107-arm-smmu-context-fault]
root          1059     2          0      0 0                   0 I [sec_input_irq_w]
root          1060     2          0      0 0                   0 I [sec_tsp_probe_w]
root          1061     2          0      0 0                   0 S [irq/108-arm-smmu-context-fault]
root          1062     2          0      0 0                   0 I [transport_power]
root          1063     2          0      0 0                   0 I [page_recycle_st]
root          1064     2          0      0 0                   0 S [cvp-dsp-thread]
root          1065     2          0      0 0                   0 I [ipa_pm_activate]
root          1066     2          0      0 0                   0 I [rmnet_ctlwq]
root          1067     2          0      0 0                   0 I [rmnet_llwq]
root          1069     2          0      0 0                   0 S [irq/109-arm-smmu-context-fault]
root          1070     2          0      0 0                   0 I [op_wait]
root          1071     2          0      0 0                   0 S [irq/110-arm-smmu-context-fault]
root          1072     2          0      0 0                   0 S [irq/111-arm-smmu-context-fault]
root          1073     2          0      0 0                   0 S [irq/112-arm-smmu-context-fault]
root          1074     2          0      0 0                   0 I [op_send]
root          1076     2          0      0 0                   0 I [kgsl-highprio-w]
root          1077     2          0      0 0                   0 I [batch_workq]
root          1079     2          0      0 0                   0 I [ccic_irq_event]
root          1080     2          0      0 0                   0 I [kgsl-workqueue]
root          1081     2          0      0 0                   0 S [irq/356-msm-vidc]
root          1082     2          0      0 0                   0 I [kgsl-lockless-w]
root          1083     2          0      0 0                   0 S [irq/54-arm-smmu-context-fault]
root          1084     2          0      0 0                   0 S [irq/55-arm-smmu-context-fault]
root          1085     2          0      0 0                   0 S [irq/56-arm-smmu-context-fault]
root          1086     2          0      0 0                   0 S [irq/57-arm-smmu-context-fault]
root          1087     2          0      0 0                   0 S [irq/113-arm-smmu-context-fault]
root          1088     2          0      0 0                   0 S [irq/114-arm-smmu-context-fault]
root          1089     2          0      0 0                   0 S [irq/355-jig-irq]
root          1090     2          0      0 0                   0 I [mfc_workqueue]
root          1091     2          0      0 0                   0 S [kgsl-events]
root          1092     2          0      0 0                   0 S [irq/357-wpc-det-irq]
root          1093     2          0      0 0                   0 I [byte-cntr]
root          1095     2          0      0 0                   0 S [irq/115-arm-smmu-context-fault]
root          1096     2          0      0 0                   0 I [kgsl_devfreq_wq]
root          1097     2          0      0 0                   0 S [irq/359-wpc-pdrc-irq]
root          1098     2          0      0 0                   0 S [irq/116-arm-smmu-context-fault]
root          1100     2          0      0 0                   0 S [irq/117-arm-smmu-context-fault]
root          1103     2          0      0 0                   0 S [irq/360-wpc-pdet-b-irq]
root          1104     2          0      0 0                   0 S [irq/118-arm-smmu-context-fault]
root          1105     2          0      0 0                   0 S [irq/119-arm-smmu-context-fault]
root          1107     2          0      0 0                   0 S [irq/120-arm-smmu-context-fault]
root          1109     2          0      0 0                   0 S [kgsl_hwsched]
system        1110     1   12568832   4168 0                   0 S android.hardware.security.keymint-service-spu-qti
system        1111     1   13218460   3500 0                   0 S qseecomd
root          1112     2          0      0 0                   0 I [max77775_pd]
system        1113     1   12381588   3580 0                   0 S vendor.qti.hardware.qseecom@1.0-service
root          1114     2          0      0 0                   0 S [irq/121-arm-smmu-context-fault]
root          1115     2          0      0 0                   0 S [irq/366-bhi]
root          1118     2          0      0 0                   0 S [irq/83-arm-smmu-context-fault]
root          1119     2          0      0 0                   0 S [irq/122-arm-smmu-context-fault]
root          1120     2          0      0 0                   0 S [irq/123-arm-smmu-context-fault]
root          1121     2          0      0 0                   0 S [irq/124-arm-smmu-context-fault]
root          1122     2          0      0 0                   0 S [irq/125-arm-smmu-context-fault]
root          1123     2          0      0 0                   0 S [irq/126-arm-smmu-context-fault]
root          1124     2          0      0 0                   0 I [dsi_post_cmd_tx]
root          1125     2          0      0 0                   0 I [dsi_post_cmd_tx]
root          1126     2          0      0 0                   0 I [drm_dp]
root          1127     2          0      0 0                   0 I [debug_tear_wq]
root          1128     2          0      0 0                   0 I [vrr_workqueue]
root          1129     2          0      0 0                   0 S [irq/399-UB_CON_DET]
root          1130     2          0      0 0                   0 I [panel_notify_wq]
root          1131     2          0      0 0                   0 I [max77775-charge]
root          1133     2          0      0 0                   0 I [sdm_dp_audio_no]
root          1134     2          0      0 0                   0 I [hdcp_1x_1]
root          1135     1   12759716   4476 0                   0 S vold
root          1136     2          0      0 0                   0 I [hdcp_2x]
root          1137     2          0      0 0                   0 I [dp_hdcp2p2]
root          1138     2          0      0 0                   0 D [crtc_commit:201]
root          1139     2          0      0 0                   0 S [crtc_event:201]
root          1140     2          0      0 0                   0 S [crtc_commit:266]
root          1141     2          0      0 0                   0 S [crtc_event:266]
root          1142     2          0      0 0                   0 S [crtc_commit:275]
root          1143     2          0      0 0                   0 S [crtc_event:275]
root          1144     2          0      0 0                   0 S [crtc_commit:284]
root          1145     2          0      0 0                   0 S [crtc_event:284]
root          1146     2          0      0 0                   0 S [crtc_commit:293]
root          1147     2          0      0 0                   0 S [crtc_event:293]
root          1148     2          0      0 0                   0 S [crtc_commit:302]
root          1149     2          0      0 0                   0 S [crtc_event:302]
root          1150     2          0      0 0                   0 S [pp_event]
root          1151     2          0      0 0                   0 S [card0-crtc0]
root          1152     2          0      0 0                   0 S [card0-crtc1]
root          1153     2          0      0 0                   0 S [card0-crtc2]
root          1154     2          0      0 0                   0 S [card0-crtc3]
root          1155     2          0      0 0                   0 S [card0-crtc4]
root          1156     2          0      0 0                   0 S [card0-crtc5]
root          1158     2          0      0 0                   0 S [irq/353-synaptics_ts]
root          1159     2          0      0 0                   0 I [cam-cpas]
root          1160     2          0      0 0                   0 S [irq/286-cs40l26 IRQ1 Controller]
root          1161     2          0      0 0                   0 I [qcom,cam_virtua]
root          1162     2          0      0 0                   0 I [rt-cdm0_0]
root          1163     2          0      0 0                   0 I [rt-cdm0_1]
root          1164     2          0      0 0                   0 I [rt-cdm0_2]
root          1165     2          0      0 0                   0 I [rt-cdm0_3]
root          1166     2          0      0 0                   0 S [jbd2/sda36-8]
root          1167     2          0      0 0                   0 I [ext4-rsv-conver]
root          1169     2          0      0 0                   0 I [rt-cdm1_0]
root          1170     2          0      0 0                   0 I [rt-cdm1_1]
root          1171     2          0      0 0                   0 I [rt-cdm1_2]
root          1172     2          0      0 0                   0 I [rt-cdm1_3]
root          1174     2          0      0 0                   0 I [rt-cdm2_0]
root          1175     2          0      0 0                   0 I [rt-cdm2_1]
root          1176     2          0      0 0                   0 I [rt-cdm2_2]
root          1177     2          0      0 0                   0 I [rt-cdm2_3]
root          1178     2          0      0 0                   0 I [rt-cdm3_0]
root          1179     2          0      0 0                   0 I [rt-cdm3_1]
root          1180     2          0      0 0                   0 I [rt-cdm3_2]
root          1181     2          0      0 0                   0 I [rt-cdm3_3]
root          1182     2          0      0 0                   0 I [rt-cdm4_0]
root          1183     2          0      0 0                   0 I [rt-cdm4_1]
root          1184     2          0      0 0                   0 I [rt-cdm4_2]
root          1185     2          0      0 0                   0 I [rt-cdm4_3]
root          1186     2          0      0 0                   0 S [jbd2/sda5-8]
root          1187     2          0      0 0                   0 I [ext4-rsv-conver]
root          1189     2          0      0 0                   0 S [irq/358-wpc-irq]
root          1190     2          0      0 0                   0 S [irq/447-CCI0]
root          1191     2          0      0 0                   0 I [cam_cci_wq]
root          1192     2          0      0 0                   0 I [cam_cci_wq]
root          1193     2          0      0 0                   0 S [jbd2/sda6-8]
root          1194     2          0      0 0                   0 S [irq/448-CCI1]
root          1195     2          0      0 0                   0 I [ext4-rsv-conver]
root          1196     2          0      0 0                   0 I [cam_cci_wq]
root          1197     2          0      0 0                   0 I [cam_cci_wq]
root          1198     2          0      0 0                   0 S [irq/449-CCI2]
root          1199     2          0      0 0                   0 I [cam_cci_wq]
root          1202     2          0      0 0                   0 I [cam_cci_wq]
root          1204     2          0      0 0                   0 I [kdmflush/254:59]
root          1208     2          0      0 0                   0 I [cds_recovery_wo]
root          1209     2          0      0 0                   0 S [wlan_logging_thread]
root          1210     2          0      0 0                   0 S [jbd2/sda9-8]
root          1211     2          0      0 0                   0 I [ext4-rsv-conver]
root          1212     2          0      0 0                   0 S [jbd2/sda22-8]
root          1213     2          0      0 0                   0 I [ext4-rsv-conver]
root          1214     2          0      0 0                   0 S [jbd2/sda31-8]
root          1215     2          0      0 0                   0 I [ext4-rsv-conver]
root          1218     2          0      0 0                   0 S [jbd2/sda37-8]
root          1219     2          0      0 0                   0 I [ext4-rsv-conver]
root          1221     1   12408780   2536 0                   0 S iod
root          1224     2          0      0 0                   0 I [sec_input_vbus_]
root          1226     1   12459976   3300 0                   0 S vendor.qti.qvirt-service_rs
system        1229     1   12514080   3440 0                   0 S spdaemon
system        1231     1   12623952   3112 0                   0 S sec_nvm
root          1238     1   12593072   4024 0                   0 S qcrosvm
system        1239     1   12704404   3972 0                   0 S android.system.suspend-service
keystore      1240     1   12838348  15776 0                   0 S keystore2
system        1242     1   12654312   4736 0                   0 S android.hardware.security.keymint-service
system        1249     1   12443656   3712 0                   0 S vendor.samsung.hardware.security.engmode-service
system        1250     1   12570436   3632 0                   0 S vendor.samsung.hardware.security.fkeymaster-service
system        1252     1   12477316   3668 0                   0 S vendor.samsung.hardware.security.hdcp.wifidisplay-service
system        1257     1   12454904   4028 0                   0 S vendor.samsung.hardware.security.vaultkeeper-service
system        1258     1   12403660   2624 0                   0 S sscrpcd
root          1317     2          0      0 0                   0 I [ipa_interrupt_w]
root          1318     2          0      0 0                   0 I [ipawq36]
root          1319     2          0      0 0                   0 I [iparepwq36]
root          1320     2          0      0 0                   0 I [ipawq33]
root          1321     2          0      0 0                   0 I [iparepwq33]
root          1322     2          0      0 0                   0 I [ipafreepagewq33]
root          1323     2          0      0 0                   0 I [ipawq32]
root          1324     2          0      0 0                   0 I [iparepwq32]
root          1325     2          0      0 0                   0 I [ipa_uc_holb_wq]
root          1326     2          0      0 0                   0 I [ipa_usb_wq]
root          1327     2          0      0 0                   0 I [clnt_req]
root          1329     2          0      0 0                   0 S [irq/462-gh_dbl_rx_6]
root          1333     2          0      0 0                   0 S [f2fs_discard-254:59]
root          1334     2          0      0 0                   0 S [glink_spss]
root          1335     2          0      0 0                   0 S [irq/463-glink-native-spss]
